output_file,field_name,field_label,description,source,source_field,calculation,unit,denominator,geography,time_period,limitations
tableau_market_classification.csv,demand_score,Demand Score,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,purchasing_score,Purchasing Score,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,capacity_score,Capacity Score,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,performance_score,Performance Score,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,optional_cluster,Optional Cluster,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,cluster_diagnostic_note,Cluster Diagnostic Note,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_market_classification.csv,reliability_flag,Reliability Flag,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,geography_type,Geography Type,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,geography_code,Geography Code,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,geography_name,Geography Name,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,state,State,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,remoteness,Remoteness,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,parent_geography_codes,Parent Geography Codes,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,latitude,Latitude,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,longitude,Longitude,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,area_sqkm,Area Sqkm,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,population,Population,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,geography_vintage,Geography Vintage,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_geography_lookup.csv,reliability_flag,Reliability Flag,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,dataset,Dataset,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,period,Period,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,geography,Geography,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,field,Field,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,issue_type,Issue Type,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,issue_severity,Issue Severity,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,missingness,Missingness,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,suppression,Suppression,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,mapping_status,Mapping Status,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,reliability_flag,Reliability Flag,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
tableau_data_quality.csv,explanatory_note,Explanatory Note,Prepared Tableau field. See methodology notes and source register for provenance.,derived pipeline output,,,,,as identified by geography_type and geography_code,"quarter, reference_year or reference_period as supplied in output",Interpret with source-specific limitations; missing and suppressed values are not converted to zero.
